CustomerID,Tenure,PhoneService_Numeric,Contract_Numeric,PaymentMethod_Numeric,MonthlyCharges,TotalCharges,Churn_Numeric,MonthlyChargesPerTenure,LogTotalCharges
8705-WZCYL,1,1,0,0,44.8,44.8,0,44.8,3.8022081394209395
7102-JJVTX,9,1,1,1,48.6,422.3,0,5.4,6.045715961939898
8626-PTQGE,69,0,2,2,60.05,4176.7,0,0.8702898550724637,8.337276740036128
4983-CLMLV,52,1,0,3,102.7,5138.1,0,1.975,8.544438640306433
5701-YVSVF,11,1,0,0,82.9,880.05,0,7.536363636363637,6.779978724039979
5804-LEPIM,2,1,0,0,70.35,139.05,1,35.175,4.934833580679974
5697-GOMBF,28,0,0,0,35.9,973.65,0,1.282142857142857,6.8810518961475875
2739-CACDQ,17,1,0,3,82.65,1470.05,0,4.861764705882353,7.293051692799774
9385-EHGDO,35,1,2,1,19.85,739.35,0,0.5671428571428572,6.6057714218194965
9498-FIMXL,8,1,1,1,19.2,161.95,0,2.4,5.087287645617338
2379-GYFLQ,46,1,1,3,94.9,4422.95,0,2.0630434782608695,8.394562173260002
0122-OAHPZ,7,1,0,0,73.85,511.25,1,10.549999999999999,6.236858707357012
2868-SNELZ,2,1,0,1,80.6,155.8,1,40.3,5.048573133436648
4322-RCYMT,68,1,1,2,75.8,5293.95,1,1.1147058823529412,8.57431993808812
6680-NENYN,43,1,2,0,104.6,4759.85,1,2.4325581395348834,8.467971434123891
2088-IEBAU,68,1,2,0,88.15,6148.45,0,1.2963235294117648,8.723955296514704
7982-VCELR,36,1,0,3,94.8,3565.65,0,2.6333333333333333,8.179101644419376
1343-EHPYB,63,1,0,0,103.4,6603.0,1,1.6412698412698414,8.79527937019457
6035-BXTTY,32,1,0,2,54.65,1830.1,0,1.7078125,7.512125889151236
6885-PKOAM,71,1,2,3,85.75,6223.8,0,1.2077464788732395,8.736135931665837
7520-HQWJU,66,1,0,2,67.45,4508.65,0,1.021969696969697,8.413753052875586
9639-BUJXT,63,1,1,1,20.5,1328.15,0,0.3253968253968254,7.191542275465033
5924-SNGKP,41,1,1,3,20.25,865.0,0,0.49390243902439024,6.762729506931879
0021-IKXGC,1,1,0,0,72.1,72.1,0,72.1,4.278054044290903
2034-GDRCN,2,1,0,0,90.4,168.2,1,45.2,5.125153747538848
8966-SNIZF,70,1,2,2,19.45,1303.5,0,0.27785714285714286,7.172808233373557
6243-OZGFH,23,0,0,0,44.95,996.85,0,1.9543478260869567,6.904600307288836
4654-DLAMQ,64,1,1,2,97.0,6430.9,0,1.515625,8.768869776332734
0513-RBGPE,37,1,2,3,62.8,2278.75,0,1.6972972972972973,7.731382325992873
5160-UXJED,17,1,1,1,44.6,681.4,0,2.623529411764706,6.524149505226866
4115-NZRKS,7,1,0,0,89.15,574.35,0,12.735714285714286,6.353238966591413
0219-YTZUE,4,1,0,2,84.8,371.9,1,21.2,5.918625000931025
0623-IIHUG,21,0,0,0,41.9,840.1,1,1.9952380952380953,6.733520932370801
4572-DVCGN,10,1,0,2,80.25,846.0,1,8.025,6.740519359606223
3351-NGXYI,16,1,0,0,54.1,889.0,0,3.38125,6.790097235513905
8984-EYLLL,64,1,2,0,105.25,6823.4,0,1.64453125,8.828113160335196
9057-MSWCO,27,0,0,3,30.75,805.1,1,1.1388888888888888,6.690966493305935
9833-TGFHX,42,1,1,0,97.1,4016.75,0,2.3119047619047617,8.298228396923445
9294-TDIPC,5,1,0,1,20.2,83.75,0,4.04,4.427836170705175
5229-DTFYB,41,1,2,2,98.8,3959.15,0,2.4097560975609755,8.28378463474403
0104-PPXDV,58,1,1,3,50.3,2878.55,0,0.8672413793103447,7.965041974123073
5176-LMJXE,47,1,2,1,20.55,945.7,0,0.4372340425531915,6.851925394021467
3583-KRKMD,18,1,0,2,75.9,1373.05,0,4.216666666666667,7.224789821710875
1010-DIAUQ,5,1,0,2,96.5,492.55,1,19.3,6.199595978301688
9069-LGEUL,23,1,0,2,59.95,1406.0,0,2.606521739130435,7.2485040723706105
7302-ZHMHP,1,1,0,1,19.15,19.15,0,19.15,2.952302715626655
9571-EDEBV,71,1,1,3,98.65,6962.85,0,1.38943661971831,8.8483441522719
3520-FJGCV,72,1,2,3,112.6,8126.65,0,1.5638888888888889,9.002904063503689
6563-VRERX,33,1,1,1,20.6,690.25,0,0.6242424242424243,6.537053850810264
0259-GBZSH,2,1,0,0,85.65,181.5,1,42.825,5.201255653704905
6122-EFVKN,24,0,2,1,35.75,830.8,0,1.4895833333333333,6.722389092001957
2805-EDJPQ,56,1,1,3,99.75,5608.4,0,1.78125,8.632020752846977
6862-CQUMB,37,1,0,3,96.1,3646.8,0,2.597297297297297,8.201605349710748
7156-MXBJE,43,1,1,3,85.1,3662.25,0,1.9790697674418603,8.20583299160988
6158-HDPXZ,1,0,0,1,25.35,25.35,0,25.35,3.232778730037192
9601-BRXPO,25,1,0,2,104.95,2566.5,1,4.198,7.850298382000358
2863-IMQDR,61,1,2,0,89.65,5308.7,0,1.4696721311475411,8.57710226317013
5686-CMAWK,17,1,1,0,86.75,1410.25,0,5.102941176470588,7.251522272620085
5651-CRHKQ,41,1,1,2,86.2,3339.05,0,2.102439024390244,8.113441614374814
6905-NIQIN,1,1,0,1,50.65,50.65,1,50.65,3.9249392306946924
8204-YJCLA,72,0,2,2,64.8,4732.35,0,0.8999999999999999,8.46217718686008
5167-ZFFMM,1,1,0,3,90.85,90.85,1,90.85,4.50920979484218
6583-SZVGP,48,1,2,2,108.1,5067.45,0,2.252083333333333,8.530593011479255
4895-TMWIR,11,1,0,1,19.95,214.75,1,1.8136363636363635,5.369474560864365
0533-BNWKF,55,1,0,0,85.45,4874.7,1,1.5536363636363637,8.49181384307684
1708-PBBOA,42,0,1,0,54.75,2348.45,0,1.3035714285714286,7.7615108150551855
8782-LKFPK,44,1,0,1,90.4,4063.0,0,2.0545454545454547,8.309676895987726
5522-JBWMO,1,1,0,0,44.0,44.0,0,44.0,3.784189633918261
3597-MVHJT,27,1,0,2,95.6,2595.25,0,3.5407407407407407,7.8614381300733545
9774-NRNAU,27,1,0,2,84.8,2309.55,0,3.140740740740741,7.744807979344038
0224-RLWWD,2,1,0,0,44.3,89.3,0,22.15,4.492001487882454
9967-ATRFS,19,1,0,1,19.9,367.55,0,1.0473684210526315,5.906859363820097
3951-NJCVI,42,1,0,0,95.05,3944.5,0,2.263095238095238,8.280077482535145
2977-CEBSX,66,1,2,3,90.05,5965.95,0,1.3643939393939393,8.6938235842149
0177-PXBAT,33,1,0,2,109.9,3694.7,0,3.3303030303030305,8.214654639287774
6599-CEBNN,34,1,0,3,73.95,2524.45,1,2.1750000000000003,7.833778496200672
2519-ERQOJ,33,0,0,0,54.6,1803.7,0,1.6545454545454545,7.497595389676153
5876-QMYLD,23,1,1,1,20.05,415.1,0,0.8717391304347827,6.028519455058993
2277-AXSDC,32,1,1,2,19.75,624.15,0,0.6171875,6.43639072409706
9442-JTWDL,11,1,1,3,20.05,237.7,0,1.8227272727272728,5.471009374366148
0979-PHULV,69,1,0,3,99.45,7007.6,1,1.441304347826087,8.854750553361667
3067-SVMTC,68,1,1,2,55.9,3848.8,0,0.8220588235294117,8.255516690385244
5495-GPSRW,20,1,2,1,19.7,419.4,0,0.985,6.03882511846782
7606-BPHHN,72,1,2,3,19.8,1468.75,0,0.275,7.292166977892469
4742-DRORA,60,1,1,2,95.4,5812.0,0,1.59,8.667680024690174
0111-KLBQG,32,1,0,1,93.95,2861.45,0,2.9359375,7.959083768343359
4800-VHZKI,1,1,0,1,19.9,19.9,1,19.9,2.990719731730447
7989-CHGTL,1,1,0,1,19.6,19.6,1,19.6,2.975529566236472
0334-GDDSO,3,1,0,0,81.35,233.7,1,27.116666666666664,5.454038241544812
4163-NCJAK,46,1,1,2,24.45,1066.15,0,0.5315217391304348,6.971809307772243
5233-AOZUF,29,1,0,0,74.95,2149.05,0,2.5844827586206898,7.672781163007491
5973-EJGDP,51,1,0,0,87.35,4473.0,0,1.7127450980392156,8.405814603432848
1996-DBMUS,48,1,0,2,70.65,3545.05,0,1.471875,8.173307543239117
7916-VCCPB,16,1,0,2,73.25,1195.75,0,4.578125,7.0865288825604065
4686-GEFRM,70,1,2,2,98.7,6858.9,0,1.4100000000000001,8.833302358008291
5249-QYHEX,40,1,2,1,24.8,1024.7,0,0.62,6.932155165805672
0578-SKVMF,22,1,0,0,83.3,1845.9,1,3.786363636363636,7.520722242414554
5564-NEMQO,1,1,0,2,75.3,75.3,1,75.3,4.321480134805848
2233-FAGXV,5,1,0,1,24.3,132.25,0,4.86,4.8846940707384086
5605-IYGFG,7,1,0,2,69.85,515.45,0,9.978571428571428,6.2450403055423935
7663-ZTEGJ,29,1,1,3,100.55,2830.45,0,3.467241379310345,7.948190988597144
3935-TBRZZ,44,1,1,1,25.7,1110.5,0,0.5840909090909091,7.012565643334482
8111-BKVDS,10,0,0,2,40.7,449.3,0,4.07,6.107690816076114
2055-SIFSS,55,1,0,2,51.65,2838.55,0,0.9390909090909091,7.951048637393106
2806-MLNTI,52,1,1,2,105.1,5376.4,0,2.021153846153846,8.589774284196993
8734-DKSTZ,10,1,0,0,85.95,858.6,0,8.595,6.75530315579046
4360-PNRQB,18,1,0,2,75.6,1395.05,0,4.199999999999999,7.240685535907053
6152-ONASV,68,1,1,2,58.25,3975.7,0,0.8566176470588235,8.287956112213468
9063-ZGTUY,61,1,0,1,19.4,1182.55,1,0.3180327868852459,7.075428402770272
7781-HVGMK,72,0,2,3,65.2,4784.45,0,0.9055555555555556,8.47312635475192
2181-UAESM,2,1,0,0,53.45,119.5,0,26.725,4.783316371371566
2957-LOLHO,12,1,0,2,45.4,518.9,1,3.783333333333333,6.251711186373694
6048-NJXHX,41,1,2,0,19.75,899.45,0,0.4817073170731707,6.801783465408695
2320-SLKMB,26,0,0,3,44.45,1183.8,0,1.7096153846153848,7.076484882256625
4980-URKXC,36,1,1,2,20.85,720.05,0,0.5791666666666667,6.579320654043392
4376-KFVRS,72,1,2,3,114.05,8468.2,0,1.5840277777777778,9.04407325030367
5886-VLQVU,35,1,0,2,89.85,3161.2,0,2.567142857142857,8.05870698133082
3577-AMVUX,1,1,0,1,55.05,55.05,0,55.05,4.008241863168689
0771-WLCLA,16,1,0,0,112.95,1882.55,0,7.059375,7.540382519746293
5628-RKIFK,49,1,0,3,101.55,5070.4,0,2.0724489795918366,8.531174988936657
0206-TBWLC,54,1,1,1,114.65,6049.5,0,2.1231481481481485,8.707730902981533
2937-FTHUR,18,1,0,0,64.8,1166.7,0,3.5999999999999996,7.061934529829811
1910-FMXJM,36,1,0,0,80.4,2937.65,0,2.2333333333333334,7.985365220978489
7752-XUSCI,60,1,0,0,105.9,6396.45,1,1.7650000000000001,8.76349842795174
4110-PFEUZ,1,1,0,1,69.55,69.55,1,69.55,4.242045918369452
0732-OCQOC,52,1,2,2,25.05,1270.25,0,0.48173076923076924,7.146969010473842
5168-MSWXT,8,1,0,0,94.75,759.55,0,11.84375,6.632726152653672
1090-ESELR,72,1,2,2,105.5,7611.55,0,1.4652777777777777,8.937422109485157
8592-PLTMQ,64,1,1,1,24.7,1642.75,0,0.3859375,7.4041269457779775
5760-WRAHC,22,1,0,1,69.75,1545.4,0,3.1704545454545454,7.343038055499483
8847-GEOOQ,60,0,0,2,60.2,3582.4,0,1.0033333333333334,8.183788245844491
0256-LTHVJ,28,1,0,0,81.05,2227.1,1,2.894642857142857,7.708455569706803
4785-FCIFB,61,1,2,1,24.4,1417.9,0,0.39999999999999997,7.256932182743513
8313-NDOIA,24,1,0,0,104.15,2494.65,0,4.339583333333334,7.8219037177842585
5149-CUZUJ,28,1,1,2,92.9,2768.35,0,3.317857142857143,7.926006753830759
0942-KOWSM,30,1,2,2,80.8,2369.3,0,2.6933333333333334,7.770349831852431
4237-CLSMM,2,1,0,1,20.0,38.0,0,10.0,3.6375861597263857
1452-VOQCH,1,1,0,0,75.1,75.1,0,75.1,4.318820558770089
4719-UMSIY,6,1,0,1,19.65,100.9,0,3.275,4.6141299273595635
6614-VBEGU,24,1,0,2,69.45,1614.05,0,2.8937500000000003,7.386501827284381
0880-TKATG,4,1,0,0,101.15,385.9,1,25.2875,5.955578268543573
3811-VBYBZ,7,1,0,0,99.8,673.25,1,14.257142857142856,6.512116731691708
1480-BKXGA,72,1,2,2,116.05,8404.9,0,1.6118055555555555,9.036570148091986
2996-XAUVF,70,0,2,1,40.05,2799.75,0,0.5721428571428571,7.937285406462803
9076-AXYIK,64,1,2,0,102.1,6538.45,0,1.5953125,8.785455413303477
5968-XQIVE,72,1,1,0,89.7,6588.95,0,1.2458333333333333,8.79314928248011
8896-RAZCR,44,1,2,1,19.9,868.1,0,0.4522727272727272,6.766306915397762
4640-UHDOS,13,1,0,0,55.95,734.35,1,4.303846153846154,6.598985754199871
4933-IKULF,17,1,1,1,20.65,330.6,0,1.214705882352941,5.8009091853869235
3583-EKAPL,1,1,0,0,55.0,55.0,1,55.0,4.007333185232471
1304-BCCFO,9,1,0,1,70.05,564.4,0,7.783333333333333,6.335763219978659
4104-PVRPS,24,1,0,1,53.6,1315.35,0,2.2333333333333334,7.181858068893474
9399-APLBT,1,1,0,0,74.7,74.7,1,74.7,4.3134800921387715
2359-KMGLI,24,1,0,0,80.25,1861.5,1,3.34375,7.529137893312772
3780-DDGSE,35,1,0,0,76.05,2747.2,0,2.1728571428571426,7.918337490143211
4431-EDMIQ,7,1,0,0,75.7,554.05,0,10.814285714285715,6.317254935382334
0306-JAELE,5,1,0,0,96.1,453.4,1,19.22,6.1167747380734285
6227-HWPWX,15,1,0,2,69.0,994.8,1,4.6,6.902541711929249
0486-LGCCH,11,1,2,1,19.65,225.75,0,1.7863636363636362,5.419428192297095
0447-BEMNG,48,0,0,2,45.3,2145.0,1,0.94375,7.6708948313621175
4612-SSVHJ,20,1,0,0,81.45,1671.6,0,4.0725,7.421536530573761
5168-MQQCA,72,1,1,2,108.5,8003.8,0,1.5069444444444444,8.987671707885184
5949-XIKAE,8,1,0,0,83.55,680.05,1,10.44375,6.5221663248787625
7971-HLVXI,72,1,2,3,84.5,6130.85,0,1.1736111111111112,8.721088681634003
9094-AZPHK,15,1,0,0,100.15,1415.0,0,6.676666666666667,7.254884810077338
3649-JPUGY,72,1,2,2,88.6,6201.95,0,1.2305555555555554,8.732619037712386
8372-JUXUI,1,1,0,0,74.35,74.35,1,74.35,4.308783672906164
3552-CTCYF,63,1,2,2,104.8,6597.25,0,1.6634920634920634,8.794408174518175
6778-YSNIH,2,1,0,0,59.0,114.15,0,29.5,4.737513372975805
0388-EOPEX,2,1,0,0,74.4,139.4,1,37.2,4.937347498326424
5756-OZRIO,61,1,1,2,64.05,3902.6,0,1.05,8.269398276660898
6579-JPICP,1,1,0,1,20.4,20.4,0,20.4,3.0155349008501706
8205-OTCHB,22,0,1,2,43.75,903.6,1,1.9886363636363635,6.806386784593848
4134-BSXLX,28,1,0,1,60.9,1785.65,0,2.175,7.487537773587063
0505-SPOOW,70,1,2,2,19.8,1397.65,0,0.28285714285714286,7.242547533795255
6235-VDHOM,5,0,0,0,28.45,131.05,1,5.6899999999999995,4.875578929769415
7783-YKGDV,12,1,0,2,99.7,1238.45,1,8.308333333333334,7.12161587669743
4374-YMUSQ,34,1,1,3,116.25,3899.05,0,3.4191176470588234,8.268488212701348
4513-CXYIX,71,1,2,3,80.7,5676.0,0,1.1366197183098592,8.644002038279933
3957-HHLMR,70,1,1,2,65.2,4543.15,0,0.9314285714285715,8.421375883043956
7803-XOCCZ,52,1,0,2,84.05,4326.8,0,1.6163461538461539,8.372583517756135
5736-YEJAX,69,1,2,3,79.45,5502.55,0,1.151449275362319,8.612966900138069
5609-CEBID,20,1,0,0,94.1,1782.4,1,4.705,7.485716049732965
8981-FJGLA,11,1,0,1,78.0,851.8,0,7.090909090909091,6.747351757489113
7218-HKQFK,2,1,0,0,94.2,167.5,1,47.1,5.120983351265121
4636-QRJKY,6,1,0,0,80.5,502.85,1,13.416666666666666,6.220291914890489
1135-LMECX,1,1,0,1,19.85,19.85,0,19.85,2.9882040071331994
4332-MUOEZ,20,1,1,3,94.3,1818.3,0,4.715,7.505657277625349
8535-SFUTN,61,1,0,0,106.45,6300.15,0,1.7450819672131148,8.748328721619991
5956-VKDTT,5,1,0,0,74.35,334.8,1,14.87,5.81353333861532
8677-HDZEE,56,1,0,2,105.45,5916.95,0,1.8830357142857144,8.685576392412834
2475-MROZF,30,1,0,3,95.0,2852.4,0,3.1666666666666665,7.955916024154148
9412-GHEEC,40,1,0,2,104.8,4131.95,1,2.62,8.326504729488677
3482-ABPKK,28,1,1,1,54.3,1546.3,0,1.9392857142857143,7.343620259481384
6705-LXORM,5,1,0,0,70.05,302.6,0,14.01,5.712411801354255
0257-ZESQC,27,1,0,2,75.2,1929.35,1,2.785185185185185,7.564938437608496
7531-GQHME,12,1,0,3,20.05,265.45,0,1.6708333333333334,5.58142649902968
5174-ITUMV,67,1,1,0,105.4,6989.45,0,1.573134328358209,8.852157148298073
4109-CYRBD,29,1,0,0,51.6,1442.0,0,1.7793103448275862,7.273786317844895
0913-XWSCN,55,1,0,2,85.5,4713.4,0,1.5545454545454545,8.458164794953994
6825-UYPFK,23,1,0,2,75.6,1758.6,1,3.28695652173913,7.472273316944902
8397-MVTAZ,34,1,0,0,100.05,3480.0,1,2.942647058823529,8.15478757276852
0750-EBAIU,52,1,1,0,91.25,4738.3,0,1.7548076923076923,8.463433700569876
8606-CIQUL,72,1,2,3,115.75,8399.15,0,1.6076388888888888,9.035885789235113
3571-DPYUH,58,1,1,3,94.7,5430.35,0,1.6327586206896552,8.599758867572652
7601-GNDYK,35,1,2,1,19.6,686.95,0,0.56,6.532261509369957
0356-OBMAC,56,1,2,2,99.9,5706.3,0,1.7839285714285715,8.649326106626905
8067-NIOYM,24,1,2,3,21.1,490.65,0,0.8791666666666668,6.195731042652502
1403-GYAFU,70,1,2,3,20.05,1360.25,0,0.2864285714285714,7.215423785366035
4234-XTNEA,2,1,0,0,79.95,174.45,0,39.975,5.161638167632783
1297-VQDRP,68,1,1,3,107.15,7379.8,0,1.5757352941176472,8.906501816956297
9282-IZGQK,1,1,0,0,85.0,85.0,1,85.0,4.442651256490317
5348-CAGXB,12,1,0,0,89.55,1021.75,0,7.4624999999999995,6.929272122444386
0621-HJWXJ,63,1,0,2,81.55,5029.05,0,1.2944444444444445,8.522986378457
5844-QVTAT,33,1,1,1,58.45,1955.4,0,1.7712121212121212,7.578350055071571
8905-IAZPF,69,1,1,3,95.65,6744.2,0,1.386231884057971,8.816438155232472
5394-MEITZ,60,1,2,2,80.6,4946.7,0,1.3433333333333333,8.506475966575032
6859-QNXIQ,72,1,2,2,113.1,8248.5,0,1.5708333333333333,9.01778664461598
2782-LFZVW,11,1,0,1,58.95,601.6,0,5.359090909090909,6.39959277263563
2866-IKBTM,1,1,0,1,19.55,19.55,0,19.55,2.972975286431375
1342-JPNKI,10,1,0,2,86.05,834.1,1,8.605,6.726353299247566
2817-NTQDO,13,0,0,3,45.55,597.0,1,3.503846153846154,6.391917113392602
7129-AZJDE,34,1,1,2,78.95,2647.2,0,2.322058823529412,7.881257756607402
6986-IJDHX,39,1,0,1,86.3,3266.0,1,2.212820512820513,8.09132127353041
2560-PPCHE,65,1,1,2,105.05,6744.25,0,1.616153846153846,8.816445568982754
4676-MQUEA,50,1,1,2,101.9,5265.5,0,2.0380000000000003,8.568931386820651
8138-EALND,15,1,0,1,19.75,311.6,0,1.3166666666666667,5.741720313996593
3580-HYCSP,72,1,2,2,110.3,7966.9,0,1.5319444444444443,8.983050737525515
1352-HNSAW,72,1,2,2,115.6,8220.4,0,1.6055555555555554,9.014374148666764
2075-PUEPR,55,1,2,2,19.35,1153.25,0,0.35181818181818186,7.05033932243793
1982-FEBTD,23,1,2,3,25.6,514.75,0,1.1130434782608696,6.243681345907899
5301-GAUUY,32,1,0,2,80.35,2596.15,1,2.5109375,7.86178485735656
5791-KAJFD,56,1,1,2,68.75,3808.0,0,1.2276785714285714,8.244859395911256
2654-VBVPB,1,1,0,2,19.9,19.9,0,19.9,2.990719731730447
1154-HYWWO,38,1,1,1,70.6,2708.2,0,1.857894736842105,7.904039486548724
2501-XWWTZ,11,1,0,0,70.2,760.05,0,6.381818181818182,6.633384220590028
3716-UVSPD,1,1,0,0,49.3,49.3,0,49.3,3.8979240810486444
6815-ABQFQ,56,1,1,0,107.25,6033.3,0,1.9151785714285714,8.705049403708667
7343-EOBEU,3,1,0,1,23.6,89.05,0,7.866666666666667,4.489198009735671
3701-SFMUH,7,1,0,3,69.7,516.15,0,9.957142857142857,6.246397420911599
6103-LIANB,59,1,2,3,99.5,5861.75,0,1.6864406779661016,8.676203472800845
7319-VENRZ,7,1,0,2,64.3,445.95,0,9.185714285714285,6.100206838112216
5846-NEQVZ,71,1,2,3,70.85,4973.4,0,0.9978873239436619,8.511858989825535
6967-QIQRV,15,1,1,0,101.9,1667.25,0,6.793333333333334,7.418930841512416
5781-RFZRP,71,1,2,3,73.5,5357.75,0,1.0352112676056338,8.586299389814785
0939-YAPAF,35,1,0,0,100.25,3527.6,1,2.8642857142857143,8.168373032014026
0308-IVGOK,11,0,1,3,40.4,422.6,0,3.6727272727272724,6.046426105181957
7293-LSCDV,60,1,2,3,19.25,1103.25,0,0.32083333333333336,7.006015648149656
7025-WCBNE,47,1,2,2,59.6,2754.0,0,1.2680851063829788,7.9208096792886
5756-JYOJT,11,1,1,3,64.9,697.25,0,5.9,6.547144026507598
4710-FDUIZ,56,1,1,3,100.3,5614.45,1,1.7910714285714284,8.633098910460427
6030-REHUX,28,1,0,0,110.85,3204.4,0,3.9589285714285714,8.072280144340962
9548-LIGTA,61,1,2,1,81.05,4747.65,0,1.3286885245901638,8.465405037763931
5150-LJNSR,31,1,1,2,98.05,3082.1,0,3.1629032258064513,8.033366461817021
8270-RKSAP,9,1,0,0,70.5,597.9,0,7.833333333333333,6.393423515886859
6522-YRBXD,35,1,0,0,94.55,3365.4,0,2.7014285714285715,8.121302105742346
2640-LYMOV,2,1,0,1,19.65,38.8,0,9.825,3.6584202466292277
1218-VKFPE,12,1,0,1,19.0,233.55,1,1.5833333333333333,5.453396186948117
3627-FHKBK,1,1,0,1,75.3,75.3,1,75.3,4.321480134805848
2865-TCHJW,4,1,0,0,89.2,346.2,1,22.3,5.847016642742108
1423-BMPBQ,1,1,0,1,19.0,19.0,0,19.0,2.9444389791664403
2393-DIVAI,3,1,0,1,20.0,61.7,0,6.666666666666667,4.122283930911342
5192-EBGOV,1,1,0,0,85.7,85.7,1,85.7,4.450852825603734
4568-KNYWR,52,1,2,3,63.25,3342.45,0,1.2163461538461537,8.114459350001088
8752-IMQOS,5,1,1,1,20.1,85.1,0,4.0200000000000005,4.443827035579329
0742-LAFQK,72,1,2,0,99.15,7422.1,0,1.3770833333333334,8.912217314987066
0795-LAFGP,71,1,2,0,90.4,6668.05,0,1.2732394366197184,8.80508274234287
0619-OLYUR,72,1,2,3,111.9,8071.05,0,1.5541666666666667,8.996038864324388
5512-IDZEI,46,1,1,0,24.9,1174.8,0,0.5413043478260869,7.068853199324465
0459-SPZHJ,63,1,2,3,83.5,5435.0,0,1.3253968253968254,8.60061479955531
0215-BQKGS,30,1,0,3,84.3,2438.6,0,2.81,7.799179383126164
9244-ZVAPM,1,1,0,1,45.6,45.6,0,45.6,3.8199077165203406
0719-SYFRB,12,1,0,1,61.65,713.75,1,5.1375,6.57053276097022
8208-EUMTE,16,0,2,1,54.85,916.15,0,3.428125,6.820180106726184
5172-MIGPM,4,1,0,1,65.55,237.2,0,16.3875,5.468903667123571
1710-RCXUS,51,1,1,3,90.35,4614.55,0,1.7715686274509803,8.43696963405705
0374-FIUCA,65,1,2,3,20.4,1414.45,0,0.31384615384615383,7.2544960419372915
5839-SUYVZ,16,1,0,3,74.55,1170.5,0,4.659375,7.065186286930966
5173-ZXXXL,2,1,1,1,19.95,47.7,0,9.975,3.8649313978942956
1096-ADRUX,66,1,1,2,74.25,4859.25,0,1.125,8.488639383998176
2001-MCUUW,46,1,2,0,108.65,4903.2,0,2.3619565217391307,8.497643332171522
2731-GJRDG,32,1,1,2,109.55,3608.0,0,3.4234375,8.190908881182514
4723-BEGSG,72,1,2,3,86.65,6094.25,0,1.2034722222222223,8.715100982662186
6516-NKQBO,38,1,2,3,81.0,3084.9,0,2.1315789473684212,8.034274520903255
8672-OAUPW,51,1,1,3,47.85,2356.75,0,0.9382352941176471,7.76503883027626
8207-DMRVL,72,1,2,2,114.55,8306.05,0,1.5909722222222222,9.024739443917342
3419-SNJJD,65,1,0,2,105.25,6786.4,1,1.6192307692307693,8.822675888493524
6543-CPZMK,9,0,0,0,29.95,248.95,1,3.3277777777777775,5.5172520730881915
4765-OXPPD,9,1,0,1,65.0,663.05,1,7.222222222222222,6.4968504021236075
2804-ETQDK,66,1,2,1,20.55,1357.1,0,0.3113636363636364,7.213105349087325
6689-VRRTK,44,1,1,3,109.8,4860.35,0,2.4954545454545456,8.488865730762384
7138-GIRSH,50,1,2,2,69.5,3418.2,0,1.39,8.136869375714404
9396-ZSFLL,15,1,0,1,48.85,631.4,0,3.256666666666667,6.447939576123892
6464-KEXXH,8,0,0,3,25.25,186.3,0,3.15625,5.227358277607543
7134-MJPDY,66,1,1,3,102.85,6976.75,0,1.5583333333333333,8.850338471277762
5240-CAOYT,57,1,0,2,87.55,4884.85,0,1.5359649122807018,8.493893857761835
4059-IIEBK,7,1,0,2,78.55,522.95,0,11.221428571428572,6.259485857200278
4881-JVQOD,10,0,0,2,34.55,362.6,0,3.4549999999999996,5.89330029832075
0516-UXRMT,62,1,1,0,92.05,5755.8,0,1.4846774193548387,8.657963321051957
4851-BQDNX,40,1,1,0,85.05,3355.65,0,2.1262499999999998,8.118400771326023
5148-HKFIR,20,1,2,1,19.7,406.95,0,0.985,6.00869032777305
1009-IRMNA,7,1,0,2,20.0,137.6,1,2.857142857142857,4.924350925499243
3003-CMDUU,25,1,0,0,95.15,2395.7,0,3.806,7.781430742714943
5016-IBERQ,23,1,0,0,84.25,1968.1,0,3.6630434782608696,7.5848238893293916
6797-UCJHZ,66,1,1,3,104.6,6819.45,0,1.5848484848484847,8.827534102424222
2469-DTSGX,72,1,2,0,111.65,7943.45,0,1.5506944444444446,8.980102968685683
4554-YGZIH,49,1,0,3,90.05,4547.25,1,1.8377551020408163,8.42227793361995
5099-BAILX,43,1,0,2,110.75,4687.9,1,2.5755813953488373,8.452739999971318
9931-KGHOA,46,1,0,2,55.0,2473.95,0,1.1956521739130435,7.813571342562271
1775-KWJKQ,72,1,2,3,89.85,6562.9,0,1.2479166666666666,8.789187857423311
7665-VIGUD,10,1,1,1,20.35,176.3,0,2.035,5.172187089403825
9411-TPQQV,40,0,1,2,54.55,2236.2,0,1.36375,7.712533275713268
7207-RMRDB,65,1,0,0,105.5,6985.65,1,1.623076923076923,8.85161332391132
7954-MLBUN,31,1,2,2,99.45,3109.9,0,3.208064516129032,8.042345850315481
2077-DDHJK,68,1,2,3,70.9,4911.35,0,1.0426470588235295,8.499304132080496
4913-EHYUI,56,1,1,2,104.55,5794.65,1,1.8669642857142856,8.664690357056012
0195-IESCP,10,1,0,0,85.25,855.3,1,8.525,6.751452284586736
9574-BOSMD,68,1,2,2,25.4,1620.2,0,0.3735294117647059,7.390304877396391
4580-TMHJU,43,1,0,0,56.15,2499.3,1,1.3058139534883721,7.823765971648974
0970-ETWGE,1,1,0,0,89.55,89.55,1,89.55,4.494797128506721
4908-XAXAY,49,1,1,2,89.85,4287.2,0,1.833673469387755,8.36338911818064
8404-VLQFB,15,1,0,0,25.25,394.85,0,1.6833333333333333,5.97850594594359
